ID,Group_Name,Full_Path,Web_URL,Description,Created_At,Project_Count,Storage_Size_(KB)
1025,DemoProjects,demo-projects,https://git.dai-ichi-life.com.vn/groups/demo-projects,,2025-06-27T04:18:15.922Z,0,22.2509765625
1045,apic-gateway,apic-gateway,https://git.dai-ichi-life.com.vn/groups/apic-gateway,,2025-07-10T10:03:35.677Z,0,164.84375
1053,DeveloperCustomerServiceSystems,security-groups/developer-customer-service-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/developer-customer-service-systems,📌Customer Service Systems,2025-07-17T03:23:56.552Z,0,0.0
1054,SquadLeaderCustomerServiceSystems,security-groups/squad-leader-customer-service-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-customer-service-systems,📌Customer Service Systems,2025-07-17T03:26:27.929Z,0,0.0
1058,DEV,management-config/dev,https://git.dai-ichi-life.com.vn/groups/management-config/dev,,2025-07-18T06:48:38.175Z,0,0.0
1059,ApplicationConfig,management-config/dev/application-config,https://git.dai-ichi-life.com.vn/groups/management-config/dev/application-config,,2025-07-18T06:49:34.660Z,0,33.9716796875
1061,UnifiedCommunicationPlatform,unified-communication-platform,https://git.dai-ichi-life.com.vn/groups/unified-communication-platform,"💎Systems that integrate voice, video, messaging, and collaboration tools for efficient, seamless communication.",2025-07-22T09:22:14.431Z,0,6.216796875
1065,UserIdentityRequisitionSystem,user-identity-requisition-system,https://git.dai-ichi-life.com.vn/groups/user-identity-requisition-system,"💎UserIdentityRequisitionSystem (UIR) - System that help to streamlines the submission and approval of identity requisitions, ensuring that users are granted appropriate access rights based on their roles and responsibilities.",2025-07-25T09:23:57.535Z,0,35714.1181640625
1069,SquadLeaderCorporateSupportSystems,security-groups/squad-leader-corporate-support-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-corporate-support-systems,📌Corporate Support Systems,2025-07-25T09:32:22.508Z,0,0.0
1070,DeveloperCorporateSupportSystems,security-groups/developer-corporate-support-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/developer-corporate-support-systems,📌Corporate Support Systems,2025-07-25T09:33:08.721Z,0,0.0
1075,UserProvisioningService,user-provisioning-service,https://git.dai-ichi-life.com.vn/groups/user-provisioning-service,"💎RESTful service (.NET 4.8) for provisioning user accounts across LDAP, Zimbra, and internal systems. Supports onboarding, transfer, and resignation workflows via integration with PowerApp HR Management and the User Identity Requisition System.",2025-07-29T06:55:46.943Z,0,39174.2021484375
1086,ElectronicKnowYourCustomerPlatform,electronic-know-your-customer-platform,https://git.dai-ichi-life.com.vn/groups/electronic-know-your-customer-platform,"💎A platform for managing and integrating all eKYC (Electronic Know Your Customer) components including core services, admin frontend, and SDKs for mobile applications.",2025-07-31T09:47:26.759Z,0,1023141.02734375
1103,iBPS-Utilities-UAT,ibps-utilities-uat,https://git.dai-ichi-life.com.vn/groups/ibps-utilities-uat,,2025-08-11T07:43:56.127Z,0,802410.8623046875
1114,ServiceRequestManagementSystem,service-request-management-system,https://git.dai-ichi-life.com.vn/groups/service-request-management-system,"💎System that design to centralize the handling of IT-related service requests in DLVN. It enables users to submit, track, and manage requests for IT support, equipment, software development, and other technical services.",2025-08-18T04:41:20.945Z,0,244820.0712890625
1124,TechnicalLeaderDistributionAdministrationSystem,security-groups/technical-leader-distribution-administration-system,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-distribution-administration-system,📌Distribution Administration System,2025-08-27T02:24:32.650Z,0,0.0
1125,HealthBuzzClaimsManagementSystem,health-buzz-claims-management-system,https://git.dai-ichi-life.com.vn/groups/health-buzz-claims-management-system,"💎Health Buzz Management System is a modern claims management solution that enables flexible workflow adjustment to efficiently handle claims, calculate premiums and benefits, track history, and manage approvals. The system automates notifications, provides detailed management reports, boosts user productivity, integrates seamlessly with existing applications, and ensures strict information security.",2025-08-27T03:29:45.652Z,0,755875.5263671875
1136,SquadLeaderBusinessProcessAutomation,security-groups/squad-leader-business-process-automation,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-business-process-automation,📌Business Process Automation,2025-08-27T03:44:15.369Z,0,0.0
1137,TechnicalLeaderBusinessProcessAutomation,security-groups/technical-leader-business-process-automation,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-business-process-automation,📌Business Process Automation,2025-08-27T03:45:14.347Z,0,0.0
1138,DeveloperBusinessProcessAutomation,security-groups/developer-business-process-automation,https://git.dai-ichi-life.com.vn/groups/security-groups/developer-business-process-automation,📌Business Process Automation,2025-08-27T03:46:13.176Z,0,0.0
1140,DeveloperSalesEnablement,security-groups/developer-sales-enablement,https://git.dai-ichi-life.com.vn/groups/security-groups/developer-sales-enablement,📌Sales Enablement,2025-08-28T03:36:13.982Z,0,0.0
1141,SalesOnlinePlatform,sales-online-platform,https://git.dai-ichi-life.com.vn/groups/sales-online-platform,,2025-08-28T04:25:32.334Z,0,3.8818359375
1145,TechnicalLeaderSalesEnablement,security-groups/technical-leader-sales-enablement,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-sales-enablement,📌Sales Enablement,2025-08-28T04:37:36.903Z,0,0.0
1146,SquadLeaderSalesEnablement,security-groups/squad-leader-sales-enablement,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-sales-enablement,📌Sales Enablement,2025-08-28T04:38:46.848Z,0,0.0
1149,TechnicalLeaderDistributionDigitalSystems,security-groups/technical-leader-distribution-digital-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-distribution-digital-systems,📌Distribution Digital Systems,2025-09-04T07:38:25.924Z,0,0.0
1150,TechnicalLeaderCustomerDigitalSystems,security-groups/technical-leader-customer-digital-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-customer-digital-systems,📌Customer Digital Systems,2025-09-08T01:58:53.484Z,0,0.0
1151,TechnicalLeaderCorporateSupportSystems,security-groups/technical-leader-corporate-support-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-corporate-support-systems,📌Corporate Support Systems,2025-09-08T02:02:23.596Z,0,0.0
1152,TechnicalLeaderCustomerServiceSystems,security-groups/technical-leader-customer-service-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-customer-service-systems,📌Customer Service Systems,2025-09-08T02:14:13.353Z,0,0.0
1153,TechnicalLeaderSystemArchitecture,security-groups/technical-leader-system-architecture,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-system-architecture,📌System Architecture,2025-09-08T02:17:42.814Z,0,0.0
1154,TechnicalLeaderServerAdministration2,security-groups/technical-leader-server-administration-2,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-server-administration-2,📌System Administration 2,2025-09-08T02:20:04.825Z,0,0.0
1155,SquadLeaderInstechInnovation,security-groups/squad-leader-instech-innovation,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-instech-innovation,📌Instech - Innovation,2025-09-08T02:24:18.338Z,0,0.0
1156,TechnicalLeaderInstechInnovation,security-groups/technical-leader-instech-innovation,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-instech-innovation,📌Instech - Innovation,2025-09-08T02:28:48.041Z,0,0.0
1157,SquadLeaderPolicyAdminSystem,security-groups/squad-leader-policy-admin-system,https://git.dai-ichi-life.com.vn/groups/security-groups/squad-leader-policy-admin-system,📌Policy Admin System,2025-09-08T02:37:32.196Z,0,0.0
1158,TechnicalLeaderPolicyAdminSystem,security-groups/technical-leader-policy-admin-system,https://git.dai-ichi-life.com.vn/groups/security-groups/technical-leader-policy-admin-system,📌Policy Admin System,2025-09-08T02:38:06.540Z,0,0.0
1159,DeveloperPolicyAdminSystem,security-groups/developer-policy-admin-system,https://git.dai-ichi-life.com.vn/groups/security-groups/developer-policy-admin-system,📌Policy Admin System,2025-09-08T02:39:05.399Z,0,0.0
1162,CodeQualityCustomerDigitalSystems,security-groups/code-quality-customer-digital-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/code-quality-customer-digital-systems,📌Customer Digital Systems,2025-09-12T09:09:10.927Z,0,0.0
1163,CodeSecurityCustomerDigitalSystems,security-groups/code-security-customer-digital-systems,https://git.dai-ichi-life.com.vn/groups/security-groups/code-security-customer-digital-systems,📌Customer Digital Systems,2025-09-12T09:10:17.666Z,0,0.0
